name,family_index,per_family_instance_index,run_name,run_type,repetitions,repetition_index,threads,iterations,real_time,cpu_time,time_unit,procs,strategy
BM_at/10,0,0,BM_at/10,iteration,1,0,1,10073405,69.68701208866332,69.68580733128508,ns,6,Least Recently Used
BM_at/100,0,1,BM_at/100,iteration,1,0,1,10121725,69.51794847115178,69.5180332403812,ns,6,Least Recently Used
BM_at/1000,0,2,BM_at/1000,iteration,1,0,1,10021070,70.0254025765452,70.02529190994538,ns,6,Least Recently Used
BM_at/10000,0,3,BM_at/10000,iteration,1,0,1,10115389,70.31109540075278,70.31034416966116,ns,6,Least Recently Used
BM_at/100000,0,4,BM_at/100000,iteration,1,0,1,10066299,69.92397752142485,69.92282208187922,ns,6,Least Recently Used
BM_at/1000000,0,5,BM_at/1000000,iteration,1,0,1,10133266,69.41296211752685,69.41147020121643,ns,6,Least Recently Used
BM_insert/10,1,0,BM_insert/10,iteration,1,0,1,1482354,470.8023710893858,470.80209855405525,ns,6,Least Recently Used
BM_insert/100,1,1,BM_insert/100,iteration,1,0,1,1466871,476.94685762725453,476.946779232802,ns,6,Least Recently Used
BM_insert/1000,1,2,BM_insert/1000,iteration,1,0,1,1501495,480.6122584534637,480.6005328023095,ns,6,Least Recently Used
BM_insert/10000,1,3,BM_insert/10000,iteration,1,0,1,1479131,481.181851373262,481.17782738648646,ns,6,Least Recently Used
BM_insert/100000,1,4,BM_insert/100000,iteration,1,0,1,1478629,477.18560978306795,477.1784118937172,ns,6,Least Recently Used
BM_insert/1000000,1,5,BM_insert/1000000,iteration,1,0,1,1478686,479.3029317937274,479.0753114589595,ns,6,Least Recently Used
BM_insert_at_beginning/10,2,0,BM_insert_at_beginning/10,iteration,1,0,1,2668,691792.2368809487,691783.1218140931,ns,6,Least Recently Used
BM_insert_at_beginning/100,2,1,BM_insert_at_beginning/100,iteration,1,0,1,2249,630381.3219134207,630379.0217874597,ns,6,Least Recently Used
BM_insert_at_beginning/1000,2,2,BM_insert_at_beginning/1000,iteration,1,0,1,1300,850499.9346153523,850489.1315384647,ns,6,Least Recently Used
BM_insert_at_beginning/10000,2,3,BM_insert_at_beginning/10000,iteration,1,0,1,137,5151300.729944091,5151167.3284671325,ns,6,Least Recently Used
BM_insert_at_beginning/100000,2,4,BM_insert_at_beginning/100000,iteration,1,0,1,14,51507899.42750375,51507463.14285673,ns,6,Least Recently Used
BM_insert_at_beginning/1000000,2,5,BM_insert_at_beginning/1000000,iteration,1,0,1,1,513784239.99994993,513783781.0000008,ns,6,Least Recently Used
BM_find_middle/10,3,0,BM_find_middle/10,iteration,1,0,1,1468969,494.1762521721427,494.1761296528354,ns,6,Least Recently Used
BM_find_middle/100,3,1,BM_find_middle/100,iteration,1,0,1,175984,3981.099787573325,3981.0968951722944,ns,6,Least Recently Used
BM_find_middle/1000,3,2,BM_find_middle/1000,iteration,1,0,1,18397,38050.05120409083,38049.860520737326,ns,6,Least Recently Used
BM_find_middle/10000,3,3,BM_find_middle/10000,iteration,1,0,1,1894,370007.3373687396,369999.2935586086,ns,6,Least Recently Used
BM_find_middle/100000,3,4,BM_find_middle/100000,iteration,1,0,1,189,3710071.8677889,3709993.677248683,ns,6,Least Recently Used
BM_find_middle/1000000,3,5,BM_find_middle/1000000,iteration,1,0,1,19,36873314.10535415,36865131.68421052,ns,6,Least Recently Used
BM_std_sort/10,4,0,BM_std_sort/10,iteration,1,0,1,205708,3403.947595627109,3403.9300805024623,ns,6,Least Recently Used
BM_std_sort/100,4,1,BM_std_sort/100,iteration,1,0,1,6548,106674.79398425539,106674.58811850891,ns,6,Least Recently Used
BM_std_sort/1000,4,2,BM_std_sort/1000,iteration,1,0,1,423,1655008.52717505,1655005.4160756748,ns,6,Least Recently Used
BM_std_sort/10000,4,3,BM_std_sort/10000,iteration,1,0,1,28,25105564.928838115,25105558.678571276,ns,6,Least Recently Used
BM_std_sort/100000,4,4,BM_std_sort/100000,iteration,1,0,1,2,310069628.0016564,310069853.9999982,ns,6,Least Recently Used
BM_std_sort/1000000,4,5,BM_std_sort/1000000,iteration,1,0,1,1,3699444489.000598,3699423250.0000095,ns,6,Least Recently Used
BM_at/10,0,0,BM_at/10,iteration,1,0,1,10083780,70.1593660310796,70.15895963616829,ns,6,Most Recently Used
BM_at/100,0,1,BM_at/100,iteration,1,0,1,10028382,69.75215553203486,69.75222304056601,ns,6,Most Recently Used
BM_at/1000,0,2,BM_at/1000,iteration,1,0,1,10006606,70.03505653886691,69.97536787198369,ns,6,Most Recently Used
BM_at/10000,0,3,BM_at/10000,iteration,1,0,1,10110056,69.53246243221778,69.53245966194436,ns,6,Most Recently Used
BM_at/100000,0,4,BM_at/100000,iteration,1,0,1,9991131,70.05653123634174,70.02270623816281,ns,6,Most Recently Used
BM_at/1000000,0,5,BM_at/1000000,iteration,1,0,1,9969650,69.89676377725948,69.8967300757806,ns,6,Most Recently Used
BM_insert/10,1,0,BM_insert/10,iteration,1,0,1,1470659,476.6785570219422,476.66737428594763,ns,6,Most Recently Used
BM_insert/100,1,1,BM_insert/100,iteration,1,0,1,1457114,478.69638544780514,478.686402711112,ns,6,Most Recently Used
BM_insert/1000,1,2,BM_insert/1000,iteration,1,0,1,1461847,476.3174675450381,476.1160791792843,ns,6,Most Recently Used
BM_insert/10000,1,3,BM_insert/10000,iteration,1,0,1,1472015,476.06394634959724,475.97816530402196,ns,6,Most Recently Used
BM_insert/100000,1,4,BM_insert/100000,iteration,1,0,1,1465003,477.5405524805267,477.44873491726327,ns,6,Most Recently Used
BM_insert/1000000,1,5,BM_insert/1000000,iteration,1,0,1,1479182,479.14857874276146,479.0967081806001,ns,6,Most Recently Used
BM_insert_at_beginning/10,2,0,BM_insert_at_beginning/10,iteration,1,0,1,2641,689893.3195775084,689889.6978417271,ns,6,Most Recently Used
BM_insert_at_beginning/100,2,1,BM_insert_at_beginning/100,iteration,1,0,1,2233,627535.2342169986,627526.3278101188,ns,6,Most Recently Used
BM_insert_at_beginning/1000,2,2,BM_insert_at_beginning/1000,iteration,1,0,1,1288,848179.016299712,848141.1614906854,ns,6,Most Recently Used
BM_insert_at_beginning/10000,2,3,BM_insert_at_beginning/10000,iteration,1,0,1,134,5207905.313434469,5206715.940298503,ns,6,Most Recently Used
BM_insert_at_beginning/100000,2,4,BM_insert_at_beginning/100000,iteration,1,0,1,14,51706924.57301941,51703118.78571456,ns,6,Most Recently Used
BM_insert_at_beginning/1000000,2,5,BM_insert_at_beginning/1000000,iteration,1,0,1,1,516428387.9857976,516428406.00000286,ns,6,Most Recently Used
BM_find_middle/10,3,0,BM_find_middle/10,iteration,1,0,1,1440123,485.01620347911813,484.9548726046308,ns,6,Most Recently Used
BM_find_middle/100,3,1,BM_find_middle/100,iteration,1,0,1,177441,3963.353537115727,3962.4472585253657,ns,6,Most Recently Used
BM_find_middle/1000,3,2,BM_find_middle/1000,iteration,1,0,1,18511,38356.1338657199,38352.5759278266,ns,6,Most Recently Used
BM_find_middle/10000,3,3,BM_find_middle/10000,iteration,1,0,1,1852,378989.3515117881,378882.3758099343,ns,6,Most Recently Used
BM_find_middle/100000,3,4,BM_find_middle/100000,iteration,1,0,1,186,3739800.177431936,3739030.1129032047,ns,6,Most Recently Used
BM_find_middle/1000000,3,5,BM_find_middle/1000000,iteration,1,0,1,19,37759020.684078634,37745933.578947484,ns,6,Most Recently Used
BM_std_sort/10,4,0,BM_std_sort/10,iteration,1,0,1,205519,3409.62278911127,3409.583561617173,ns,6,Most Recently Used
BM_std_sort/100,4,1,BM_std_sort/100,iteration,1,0,1,6550,106968.47496540037,106967.9578625959,ns,6,Most Recently Used
BM_std_sort/1000,4,2,BM_std_sort/1000,iteration,1,0,1,422,1658058.1137721792,1658045.604265405,ns,6,Most Recently Used
BM_std_sort/10000,4,3,BM_std_sort/10000,iteration,1,0,1,28,25048908.39294863,25045131.24999974,ns,6,Most Recently Used
BM_std_sort/100000,4,4,BM_std_sort/100000,iteration,1,0,1,2,310714963.50341475,310692353.499995,ns,6,Most Recently Used
BM_std_sort/1000000,4,5,BM_std_sort/1000000,iteration,1,0,1,1,3763403010.001639,3763045449.0000033,ns,6,Most Recently Used
BM_at/10,0,0,BM_at/10,iteration,1,0,1,10024985,69.83538698766289,69.83475795724374,ns,6,Least Frequently Used
BM_at/100,0,1,BM_at/100,iteration,1,0,1,10094484,69.73974499357374,69.7364150559852,ns,6,Least Frequently Used
BM_at/1000,0,2,BM_at/1000,iteration,1,0,1,10040202,70.05271398071042,70.05273997475365,ns,6,Least Frequently Used
BM_at/10000,0,3,BM_at/10000,iteration,1,0,1,10036018,69.98584428719025,69.98536003024252,ns,6,Least Frequently Used
BM_at/100000,0,4,BM_at/100000,iteration,1,0,1,10120632,69.67815942687518,69.67751628554431,ns,6,Least Frequently Used
BM_at/1000000,0,5,BM_at/1000000,iteration,1,0,1,10042752,69.71885375577472,69.71789256570331,ns,6,Least Frequently Used
BM_insert/10,1,0,BM_insert/10,iteration,1,0,1,1676796,416.7420491193356,416.73829076405565,ns,6,Least Frequently Used
BM_insert/100,1,1,BM_insert/100,iteration,1,0,1,1680213,417.6576332820335,417.6579737211923,ns,6,Least Frequently Used
BM_insert/1000,1,2,BM_insert/1000,iteration,1,0,1,1677654,417.2478180871563,417.2418734733137,ns,6,Least Frequently Used
BM_insert/10000,1,3,BM_insert/10000,iteration,1,0,1,1679404,417.0634766722724,417.06351777177883,ns,6,Least Frequently Used
BM_insert/100000,1,4,BM_insert/100000,iteration,1,0,1,1674559,417.0757375468304,417.0687183909267,ns,6,Least Frequently Used
BM_insert/1000000,1,5,BM_insert/1000000,iteration,1,0,1,1678963,417.24615134293987,417.23907316599184,ns,6,Least Frequently Used
BM_insert_at_beginning/10,2,0,BM_insert_at_beginning/10,iteration,1,0,1,3011,686929.3274681914,686921.7462637022,ns,6,Least Frequently Used
BM_insert_at_beginning/100,2,1,BM_insert_at_beginning/100,iteration,1,0,1,2571,628896.6600471098,628888.2267600136,ns,6,Least Frequently Used
BM_insert_at_beginning/1000,2,2,BM_insert_at_beginning/1000,iteration,1,0,1,1000,681708.4460053593,681684.9670000095,ns,6,Least Frequently Used
BM_insert_at_beginning/10000,2,3,BM_insert_at_beginning/10000,iteration,1,0,1,153,4569886.43147234,4569770.843137271,ns,6,Least Frequently Used
BM_insert_at_beginning/100000,2,4,BM_insert_at_beginning/100000,iteration,1,0,1,15,45405732.33389296,45405095.466666505,ns,6,Least Frequently Used
BM_insert_at_beginning/1000000,2,5,BM_insert_at_beginning/1000000,iteration,1,0,1,2,455004027.50622016,454997684.0000056,ns,6,Least Frequently Used
BM_find_middle/10,3,0,BM_find_middle/10,iteration,1,0,1,1434946,485.559855898471,485.5406767920189,ns,6,Least Frequently Used
BM_find_middle/100,3,1,BM_find_middle/100,iteration,1,0,1,174760,3979.6948672174635,3979.6418459602028,ns,6,Least Frequently Used
BM_find_middle/1000,3,2,BM_find_middle/1000,iteration,1,0,1,18355,38223.26297971725,38222.381367475034,ns,6,Least Frequently Used
BM_find_middle/10000,3,3,BM_find_middle/10000,iteration,1,0,1,1863,375896.79280372453,375891.01717659394,ns,6,Least Frequently Used
BM_find_middle/100000,3,4,BM_find_middle/100000,iteration,1,0,1,189,3723131.195690098,3723060.386243383,ns,6,Least Frequently Used
BM_find_middle/1000000,3,5,BM_find_middle/1000000,iteration,1,0,1,19,37473797.15787247,37472950.6842104,ns,6,Least Frequently Used
BM_std_sort/10,4,0,BM_std_sort/10,iteration,1,0,1,202929,3453.9442612210764,3453.8527563827356,ns,6,Least Frequently Used
BM_std_sort/100,4,1,BM_std_sort/100,iteration,1,0,1,6474,108539.00664435209,108535.84538152513,ns,6,Least Frequently Used
BM_std_sort/1000,4,2,BM_std_sort/1000,iteration,1,0,1,417,1685811.4987836226,1685737.6570743406,ns,6,Least Frequently Used
BM_std_sort/10000,4,3,BM_std_sort/10000,iteration,1,0,1,28,25471781.642409045,25471166.785714213,ns,6,Least Frequently Used
BM_std_sort/100000,4,4,BM_std_sort/100000,iteration,1,0,1,2,315854957.5018697,315836835.5000008,ns,6,Least Frequently Used
BM_std_sort/1000000,4,5,BM_std_sort/1000000,iteration,1,0,1,1,3762209955.981234,3762156365.999999,ns,6,Least Frequently Used
BM_at/10,0,0,BM_at/10,iteration,1,0,1,10108518,69.89450639683476,69.89386426378199,ns,6,Pseudo-Least Recently Used
BM_at/100,0,1,BM_at/100,iteration,1,0,1,9966119,69.91307308313752,69.91255994434707,ns,6,Pseudo-Least Recently Used
BM_at/1000,0,2,BM_at/1000,iteration,1,0,1,10201014,69.91702844561087,69.91602177979581,ns,6,Pseudo-Least Recently Used
BM_at/10000,0,3,BM_at/10000,iteration,1,0,1,10105543,69.42778176349499,69.42729925546827,ns,6,Pseudo-Least Recently Used
BM_at/100000,0,4,BM_at/100000,iteration,1,0,1,10026220,69.88596041299913,69.8843705803384,ns,6,Pseudo-Least Recently Used
BM_at/1000000,0,5,BM_at/1000000,iteration,1,0,1,10060862,69.54191927145764,69.54193924934091,ns,6,Pseudo-Least Recently Used
BM_insert/10,1,0,BM_insert/10,iteration,1,0,1,1707249,410.105824635824,410.1022721348815,ns,6,Pseudo-Least Recently Used
BM_insert/100,1,1,BM_insert/100,iteration,1,0,1,1705483,411.0369379189174,410.80040141121424,ns,6,Pseudo-Least Recently Used
BM_insert/1000,1,2,BM_insert/1000,iteration,1,0,1,1715046,408.532186898083,408.52202564829116,ns,6,Pseudo-Least Recently Used
BM_insert/10000,1,3,BM_insert/10000,iteration,1,0,1,1704817,412.9375457925585,412.927601613544,ns,6,Pseudo-Least Recently Used
BM_insert/100000,1,4,BM_insert/100000,iteration,1,0,1,1705635,413.48120848007284,413.4820433445607,ns,6,Pseudo-Least Recently Used
BM_insert/1000000,1,5,BM_insert/1000000,iteration,1,0,1,1706262,412.56417712806956,412.55851152988373,ns,6,Pseudo-Least Recently Used
BM_insert_at_beginning/10,2,0,BM_insert_at_beginning/10,iteration,1,0,1,2958,686010.8066272611,685974.422920893,ns,6,Pseudo-Least Recently Used
BM_insert_at_beginning/100,2,1,BM_insert_at_beginning/100,iteration,1,0,1,2529,630893.8533022776,630884.4436536176,ns,6,Pseudo-Least Recently Used
BM_insert_at_beginning/1000,2,2,BM_insert_at_beginning/1000,iteration,1,0,1,1000,696989.1439948697,696988.9309999999,ns,6,Pseudo-Least Recently Used
BM_insert_at_beginning/10000,2,3,BM_insert_at_beginning/10000,iteration,1,0,1,151,4643961.404055505,4641992.721854323,ns,6,Pseudo-Least Recently Used
BM_insert_at_beginning/100000,2,4,BM_insert_at_beginning/100000,iteration,1,0,1,15,46051491.7348822,46029172.133332945,ns,6,Pseudo-Least Recently Used
BM_insert_at_beginning/1000000,2,5,BM_insert_at_beginning/1000000,iteration,1,0,1,2,458084265.0029808,458084253.5000045,ns,6,Pseudo-Least Recently Used
BM_find_middle/10,3,0,BM_find_middle/10,iteration,1,0,1,1428665,489.73017886881996,489.7302089713147,ns,6,Pseudo-Least Recently Used
BM_find_middle/100,3,1,BM_find_middle/100,iteration,1,0,1,177686,3956.011261486319,3955.9832175860324,ns,6,Pseudo-Least Recently Used
BM_find_middle/1000,3,2,BM_find_middle/1000,iteration,1,0,1,18473,37830.09473330658,37829.355924863085,ns,6,Pseudo-Least Recently Used
BM_find_middle/10000,3,3,BM_find_middle/10000,iteration,1,0,1,1901,369512.34982876125,369505.8111520209,ns,6,Pseudo-Least Recently Used
BM_find_middle/100000,3,4,BM_find_middle/100000,iteration,1,0,1,190,3716097.5526172766,3716000.63684211,ns,6,Pseudo-Least Recently Used
BM_find_middle/1000000,3,5,BM_find_middle/1000000,iteration,1,0,1,19,37150012.263354205,37132075.684210904,ns,6,Pseudo-Least Recently Used
BM_std_sort/10,4,0,BM_std_sort/10,iteration,1,0,1,205637,3404.479480723485,3404.480463146214,ns,6,Pseudo-Least Recently Used
BM_std_sort/100,4,1,BM_std_sort/100,iteration,1,0,1,6572,106811.94369822889,106770.24284844892,ns,6,Pseudo-Least Recently Used
BM_std_sort/1000,4,2,BM_std_sort/1000,iteration,1,0,1,423,1659643.271856503,1658872.964539013,ns,6,Pseudo-Least Recently Used
BM_std_sort/10000,4,3,BM_std_sort/10000,iteration,1,0,1,28,25190257.964173466,25178659.178571142,ns,6,Pseudo-Least Recently Used
BM_std_sort/100000,4,4,BM_std_sort/100000,iteration,1,0,1,2,311062241.4969839,310873095.9999946,ns,6,Pseudo-Least Recently Used
BM_std_sort/1000000,4,5,BM_std_sort/1000000,iteration,1,0,1,1,3697723981.9825625,3696964891.9999967,ns,6,Pseudo-Least Recently Used
